,batch,Sample Name,M2PFOA,age
0,1,BC01006-651C_01,2961671,1
1,1,BC01006-651C_02,2938123,2
2,1,BC01007-663C_01,2769436,3
3,1,BC01007-663C_02,2775753,4
4,1,BC01008-670C_01,2756697,5
5,1,BC01008-670C_02,2851158,6
6,1,BC01009-678C_01,3092921,7
7,1,BC01009-678C_02,3046844,8
8,1,BC01010-647C_01,2978619,9
9,1,BC01010-647C_02,2954936,10
10,1,BC01011-656C_01,3372887,1
11,1,BC01011-656C_02,3408521,2
12,1,BC01012-659C_01,3315121,3
13,1,BC01012-659C_02,3320445,4
14,1,BC01013-675C_01,2777138,5
15,1,BC01013-675C_02,2821465,6
16,1,BC01014-677C_01,2500987,7
17,1,BC01014-677C_02,2484276,8
18,1,BC01015-685C_01,3315230,9
19,1,BC01015-685C_02,3301301,10
20,1,BC01135-651M_01,3792412,1
21,1,BC01135-651M_02,3772776,2
22,1,BC01138-663M_01,2944223,3
23,1,BC01138-663M_02,2915457,4
24,1,BC01140-670M_01,3050602,5
25,1,BC01140-670M_02,3015079,6
26,1,BC01142-678M_01,2967097,7
27,1,BC01142-678M_02,2989798,8
28,1,BC01144-647M_01,2611144,9
29,1,BC01144-647M_02,2662742,10
30,1,BC01146-656M_01,2755396,1
31,1,BC01146-656M_02,2770251,2
32,1,BC01148-659M_01,3150773,3
33,1,BC01148-659M_02,3131423,4
34,1,BC01150-675M_01,2784808,5
35,1,BC01150-675M_02,2799506,6
36,1,BC01152-677M_01,3327243,7
37,1,BC01152-677M_02,3435702,8
38,1,BC01154-685M_01,3255743,9
39,1,BC01154-685M_02,3243942,10
40,2,BC01021-645C_02,1856721,1
41,2,BC01017-665C_01,2017958,2
42,2,BC01019-666C_01,1994476,3
43,2,BC01025-672C_02,2242153,4
44,2,BC01017-665C_02,2033102,5
45,2,BC01018-682C_01,2030962,6
46,2,BC01019-666C_02,2047348,7
47,2,BC01022-649C_01,1939808,8
48,2,BC01016-661C_01,2252660,9
49,2,BC01021-645C_01,1877681,10
50,2,BC01022-649C_02,1952909,1
51,2,BC01020-680C_02,2450565,2
52,2,BC01158-666M_01,2253856,3
53,2,BC01023-669C_01,2275256,4
54,2,BC01016-661C_02,2217527,5
55,2,BC01018-682C_02,2042728,6
56,2,BC01020-680C_01,2441426,7
57,2,BC01155-661M_02,2851026,8
58,2,BC01162-669M_02,3214430,9
59,2,BC01023-669C_02,2263577,10
60,2,BC01155-661M_01,2813421,1
61,2,BC01161-649M_02,2546693,2
62,2,BC01024-660C_01,1990173,3
63,2,BC01025-672C_01,2199302,4
64,2,BC01162-669M_01,3203396,5
65,2,BC01164-672M_01,2393230,6
66,2,BC01156-665M_01,3021587,7
67,2,BC01159-680M_02,2333740,8
68,2,BC01024-660C_02,1982363,9
69,2,BC01157-682M_02,2576405,10
70,2,BC01158-666M_02,2292369,1
71,2,BC01156-665M_02,2963377,2
72,2,BC01163-660M_01,3053315,3
73,2,BC01164-672M_02,2380446,4
74,2,BC01157-682M_01,2530517,5
75,2,BC01163-660M_02,3038811,6
76,2,BC01159-680M_01,2357169,7
77,2,BC01160-645M_01,2631739,8
78,2,BC01160-645M_02,2636412,9
79,2,BC01161-649M_01,2523779,10
80,3,BC01026-589C_01,1646787,1
81,3,BC01026-589C_02,1621929,2
82,3,BC01027-590C_01,1986676,3
83,3,BC01027-590C_02,2013745,4
84,3,BC01028-584C_01,1821164,5
85,3,BC01028-584C_02,1829920,6
86,3,BC01029-182C_01,1830004,7
87,3,BC01029-182C_02,1814222,8
88,3,BC01030-180C_01,1922771,9
89,3,BC01030-180C_02,1940691,10
90,3,BC01031-700C_01,1974054,1
91,3,BC01031-700C_02,1975506,2
92,3,BC01032-689C_01,1075528,3
93,3,BC01032-689C_02,1102048,4
94,3,BC01033-686C_01,1155899,5
95,3,BC01033-686C_02,1167727,6
96,3,BC01034-690C_01,1770702,7
97,3,BC01034-690C_02,1738279,8
98,3,BC01035-692C_01,1396844,9
99,3,BC01035-692C_02,1413005,10
100,3,BC01165-589M_01,2172837,1
101,3,BC01165-589M_02,2195397,2
102,3,BC01166-590M_01,2129219,3
103,3,BC01166-590M_02,2122431,4
104,3,BC01167-584M_01,1550557,5
105,3,BC01167-584M_02,1544598,6
106,3,BC01168-182M_01,2029268,7
107,3,BC01168-182M_02,2011655,8
108,3,BC01169-180M_01,2287233,9
109,3,BC01169-180M_02,2303055,10
110,3,BC01170-700M_01,1803998,1
111,3,BC01170-700M_02,1850398,2
112,3,BC01171-689M_01,2070779,3
113,3,BC01171-689M_02,2063712,4
114,3,BC01172-686M_01,1923443,5
115,3,BC01172-686M_02,1915955,6
116,3,BC01173-690M_01,2045144,7
117,3,BC01173-690M_02,2089056,8
118,3,BC01175-692M_01,2105340,9
119,3,BC01175-692M_02,2077393,10
120,4,BC01036-694C_01,1854746,1
121,4,BC01036-694C_02,1846971,2
122,4,BC01037-710C_01,1581733,3
123,4,BC01037-710C_02,1579313,4
124,4,BC01038-701C_01,1884549,5
125,4,BC01038-701C_02,1871590,6
126,4,BC01039-714C_01,1997443,7
127,4,BC01039-714C_02,1976124,8
128,4,BC01040-711C_01,1255405,9
129,4,BC01040-711C_02,1275139,10
130,4,BC01041-706C_01,1675255,1
131,4,BC01041-706C_02,1658898,2
132,4,BC01042-719C_01,1593607,3
133,4,BC01042-719C_02,1629771,4
134,4,BC01043-562C_01,1336209,5
135,4,BC01043-562C_02,1339350,6
136,4,BC01044-164C_01,1828266,7
137,4,BC01044-164C_02,1840269,8
138,4,BC01045-163C_01,1650476,9
139,4,BC01045-163C_02,1658845,10
140,4,BC01177-694M_01,1687125,1
141,4,BC01177-694M_02,1676472,2
142,4,BC01179-710M_01,1729258,3
143,4,BC01179-710M_02,1716464,4
144,4,BC01181-701M_01,1864776,5
145,4,BC01181-701M_02,1839998,6
146,4,BC01183-714M_01,1759174,7
147,4,BC01183-714M_02,1802911,8
148,4,BC01185-711M_01,1856057,9
149,4,BC01185-711M_02,1843839,10
150,4,BC01187-706M_01,1456368,1
151,4,BC01187-706M_02,1440743,2
152,4,BC01189-719M_01,1762253,3
153,4,BC01189-719M_02,1790977,4
154,4,BC01190-562M_01,1416783,5
155,4,BC01190-562M_02,1419600,6
156,4,BC01192-164M_01,2023480,7
157,4,BC01192-164M_02,2023922,8
158,4,BC01194-163M_01,2479224,9
159,4,BC01194-163M_02,2482258,10
160,5,BC01046-141C_01,2085061,1
161,5,BC01046-141C_02,2102915,2
162,5,BC01047-145C_01,2037018,3
163,5,BC01047-145C_02,2130605,4
164,5,BC01048-546C_01,1976550,5
165,5,BC01048-546C_02,1978026,6
166,5,BC01049-172C_01,1577450,7
167,5,BC01049-172C_02,1569960,8
168,5,BC01050-139C_01,1929747,9
169,5,BC01050-139C_02,1900881,10
170,5,BC01051-569C_01,2145034,1
171,5,BC01051-569C_02,2151025,2
172,5,BC01052-533C_01,2107550,3
173,5,BC01052-533C_02,2112129,4
174,5,BC01053-174C_01,1808092,5
175,5,BC01053-174C_02,1800337,6
176,5,BC01054-438C_01,1918357,7
177,5,BC01054-438C_02,1904304,8
178,5,BC01055-512C_01,1699741,9
179,5,BC01055-512C_02,1716618,10
180,5,BC01196-141M_01,1487366,1
181,5,BC01196-141M_02,1503090,2
182,5,BC01198-145M_01,1793118,3
183,5,BC01198-145M_02,1777137,4
184,5,BC01200-546M_01,2038508,5
185,5,BC01200-546M_02,2015402,6
186,5,BC01201-172M_01,1755268,7
187,5,BC01201-172M_02,1714294,8
188,5,BC01202-139M_01,1816389,9
189,5,BC01202-139M_02,1789311,10
190,5,BC01203-569M_01,1961037,1
191,5,BC01203-569M_02,2036258,2
192,5,BC01204-533M_01,1886838,3
193,5,BC01204-533M_02,1868241,4
194,5,BC01205-174M_01,2074850,5
195,5,BC01205-174M_02,2073476,6
196,5,BC01206-512M_01,1947786,7
197,5,BC01206-512M_02,1915633,8
198,5,BC01207-438M_01,1358628,9
199,5,BC01207-438M_02,1373386,10
200,6,BC01056-634C_01,1781097,1
201,6,BC01056-634C_02,1796107,2
202,6,BC01057-520C_01,1487341,3
203,6,BC01057-520C_02,1506054,4
204,6,BC01058-115C_01,1770450,5
205,6,BC01058-115C_02,1778623,6
206,6,BC01059-643C_01,1703407,7
207,6,BC01059-643C_02,1739835,8
208,6,BC01060-654C_01,1786223,9
209,6,BC01060-654C_02,1818636,10
210,6,BC01061-425C_01,2066177,1
211,6,BC01061-425C_02,2055110,2
212,6,BC01062-638C_01,2067028,3
213,6,BC01062-638C_02,2045011,4
214,6,BC01063-451C_01,1583331,5
215,6,BC01063-451C_02,1551704,6
216,6,BC01064-722C_01,1702958,7
217,6,BC01064-722C_02,1689529,8
218,6,BC01065-497C_01,1698381,9
219,6,BC01065-497C_02,1741649,10
220,6,BC01174-497M_01,1926418,1
221,6,BC01174-497M_02,1908437,2
222,6,BC01208-520M_01,1791109,3
223,6,BC01208-520M_02,1759900,4
224,6,BC01209-634M_01,1572699,5
225,6,BC01209-634M_02,1578038,6
226,6,BC01210-115M_01,1272660,7
227,6,BC01210-115M_02,1336438,8
228,6,BC01211-643M_01,1899361,9
229,6,BC01211-643M_02,1904119,10
230,6,BC01212-425M_01,1473719,1
231,6,BC01212-425M_02,1476612,2
232,6,BC01213-654M_01,1176601,3
233,6,BC01213-654M_02,1202664,4
234,6,BC01214-451M_01,1709352,5
235,6,BC01214-451M_02,1678734,6
236,6,BC01215-638M_01,1813896,7
237,6,BC01215-638M_02,1775673,8
238,6,BC01216-722M_01,1504633,9
239,6,BC01216-722M_02,1588096,10
240,7,BC01066-712C_01,1391005,1
241,7,BC01066-712C_02,1397620,2
242,7,BC01067-321C_01,1398155,3
243,7,BC01067-321C_02,1371960,4
244,7,BC01068-704C_01,1540449,5
245,7,BC01068-704C_02,1551003,6
246,7,BC01070-405C_01,1465878,7
247,7,BC01070-405C_02,1509318,8
248,7,BC01071-716C_01,1208334,9
249,7,BC01071-716C_02,1213078,10
250,7,BC01072-310C_01,1510769,1
251,7,BC01072-310C_02,1477197,2
252,7,BC01073-418C_01,1488527,3
253,7,BC01073-418C_02,1494757,4
254,7,BC01074-324C_01,1028202,5
255,7,BC01074-324C_02,1007604,6
256,7,BC01075-443C_01,1232269,7
257,7,BC01075-443C_02,1254434,8
258,7,BC01176-321M_01,1517494,9
259,7,BC01176-321M_02,1487589,10
260,7,BC01178-405M_01,1538345,1
261,7,BC01178-405M_02,1515930,2
262,7,BC01180-310M_01,945703,3
263,7,BC01180-310M_02,939175,4
264,7,BC01182-324M_01,1203891,5
265,7,BC01182-324M_02,1204577,6
266,7,BC01217-712M_01,1155966,7
267,7,BC01217-712M_02,1168316,8
268,7,BC01218-704M_01,1338312,9
269,7,BC01218-704M_02,1348206,10
270,7,BC01219-705M_01,1005762,1
271,7,BC01219-705M_02,1061805,2
272,7,BC01220-716M_01,1244179,3
273,7,BC01220-716M_02,1243100,4
274,7,BC01221-418M_01,1479039,5
275,7,BC01221-418M_02,1458301,6
276,7,BC01222-443M_01,1455213,7
277,7,BC01222-443M_02,1451720,8
278,7,BC01069-705C_01,1199898,9
279,7,BC01069-705C_02,1196370,10
280,8,BC01076-327C_01,1511662,1
281,8,BC01076-327C_02,1526074,2
282,8,BC01077-186C_01,1343062,3
283,8,BC01077-186C_02,1354970,4
284,8,BC01078-571C_01,1590470,5
285,8,BC01078-571C_02,1561824,6
286,8,BC01079-754C_01,1365922,7
287,8,BC01079-754C_02,1384679,8
288,8,BC01080-760C_01,1461619,9
289,8,BC01080-760C_02,1409119,10
290,8,BC01081-114C_01,1509874,1
291,8,BC01081-114C_02,1526659,2
292,8,BC01082-763C_01,1339040,3
293,8,BC01082-763C_02,1347575,4
294,8,BC01083-525C_01,1377679,5
295,8,BC01083-525C_02,1371169,6
296,8,BC01084-753C_01,1384478,7
297,8,BC01084-753C_02,1379366,8
298,8,BC01085-353C_01,1386057,9
299,8,BC01085-353C_02,1356700,10
300,8,BC01184-327M_01,1399311,1
301,8,BC01184-327M_02,1374137,2
302,8,BC01186-571M_01,1318820,3
303,8,BC01186-571M_02,1305607,4
304,8,BC01188-114M_01,1328472,5
305,8,BC01188-114M_02,1323018,6
306,8,BC01191-525M_01,1283856,7
307,8,BC01191-525M_02,1236998,8
308,8,BC01193-353M_01,1385886,9
309,8,BC01193-353M_02,1434723,10
310,8,BC01223-186M_01,1202384,1
311,8,BC01223-186M_02,1219262,2
312,8,BC01224-754M_01,1425092,3
313,8,BC01224-754M_02,1504211,4
314,8,BC01225-760M_01,1401994,5
315,8,BC01225-760M_02,1393774,6
316,8,BC01226-763M_01,1241638,7
317,8,BC01226-763M_02,1190100,8
318,8,BC01227-753M_01,1291607,9
319,8,BC01227-753M_02,1311016,10
320,9,BC01086-751C_01,1362836,1
321,9,BC01086-751C_02,1377796,2
322,9,BC01087-398C_01,1396894,3
323,9,BC01087-398C_02,1354411,4
324,9,BC01088-762C_01,1393756,5
325,9,BC01088-762C_02,1390350,6
326,9,BC01089-372C_01,1419618,7
327,9,BC01089-372C_02,1401805,8
328,9,BC01090-764C_01,1224558,9
329,9,BC01090-764C_02,1224410,10
330,9,BC01091-380C_01,1482639,1
331,9,BC01091-380C_02,1499087,2
332,9,BC01092-789C_01,1687394,3
333,9,BC01092-789C_02,1685512,4
334,9,BC01093-776C_01,1311278,5
335,9,BC01093-776C_02,1343840,6
336,9,BC01094-213C_01,1286660,7
337,9,BC01094-213C_02,1291240,8
338,9,BC01095-216C_01,1338672,9
339,9,BC01095-216C_02,1338718,10
340,9,BC01195-398M_01,1333513,1
341,9,BC01195-398M_02,1364700,2
342,9,BC01197-372M_01,1286588,3
343,9,BC01197-372M_02,1293049,4
344,9,BC01199-380M_01,1307381,5
345,9,BC01199-380M_02,1312099,6
346,9,BC01228-751M_01,1386176,7
347,9,BC01228-751M_02,1367765,8
348,9,BC01229-762M_01,1349261,9
349,9,BC01229-762M_02,1337305,10
350,9,BC01230-764M_01,1305964,1
351,9,BC01230-764M_02,1320399,2
352,9,BC01231-789M_01,1341631,3
353,9,BC01231-789M_02,1314707,4
354,9,BC01232-776M_01,1197696,5
355,9,BC01232-776M_02,1219839,6
356,9,BC01233-213M_01,1216048,7
357,9,BC01233-213M_02,1182287,8
358,9,BC01234-216M_01,1091005,9
359,9,BC01234-216M_02,1084555,10
360,10,BC01096-755C_01,959414,1
361,10,BC01096-755C_02,960711,2
362,10,BC01097-211C_01,1266335,3
363,10,BC01097-211C_02,1246974,4
364,10,BC01098-218C_01,954848,5
365,10,BC01098-218C_02,963032,6
366,10,BC01099-224C_01,1218442,7
367,10,BC01099-224C_02,1235135,8
368,10,BC01100-225C_01,1155423,9
369,10,BC01100-225C_02,1159108,10
370,10,BC01101-232C_01,1061840,1
371,10,BC01101-232C_02,1069906,2
372,10,BC01102-229C_01,1180247,3
373,10,BC01102-229C_02,1190192,4
374,10,BC01103-223C_01,1088927,5
375,10,BC01103-223C_02,1120819,6
376,10,BC01104-241C_01,1092621,7
377,10,BC01104-241C_02,1084657,8
378,10,BC01105-242C_01,1112929,9
379,10,BC01105-242C_02,1114616,10
380,10,BC01235-755M_01,1160250,1
381,10,BC01235-755M_02,1170973,2
382,10,BC01236-211M_01,1162463,3
383,10,BC01236-211M_02,1174963,4
384,10,BC01237-218M_01,1221275,5
385,10,BC01237-218M_02,1223299,6
386,10,BC01238-224M_01,1174805,7
387,10,BC01238-224M_02,1174650,8
388,10,BC01239-225M_01,1252019,9
389,10,BC01239-225M_02,1260994,10
390,10,BC01240-232M_01,1170379,1
391,10,BC01240-232M_02,1176887,2
392,10,BC01241-229M_01,1237793,3
393,10,BC01241-229M_02,1246546,4
394,10,BC01242-223M_01,1168672,5
395,10,BC01242-223M_02,1183249,6
396,10,BC01243-241M_01,1088724,7
397,10,BC01243-241M_02,1008397,8
398,10,BC01244-242M_01,834856,9
399,10,BC01244-242M_02,838013,10
400,11,BC01106-239C_01,1016149,1
401,11,BC01106-239C_02,1019151,2
402,11,BC01107-807C_01,1051372,3
403,11,BC01107-807C_02,1043376,4
404,11,BC01108-825C_01,1122239,5
405,11,BC01108-825C_02,1128427,6
406,11,BC01109-832C_01,1229230,7
407,11,BC01109-832C_02,1247251,8
408,11,BC01111-815C_01,1172786,9
409,11,BC01111-815C_02,1174855,10
410,11,BC01112-830C_01,1260202,1
411,11,BC01112-830C_02,1259937,2
412,11,BC01113-761C_01,1066502,3
413,11,BC01113-761C_02,1068558,4
414,11,BC01114-836C_01,1352480,5
415,11,BC01114-836C_02,1339092,6
416,11,BC01115-796C_01,1123207,7
417,11,BC01115-796C_02,1146416,8
418,11,BC01245-239M_01,1040727,9
419,11,BC01245-239M_02,1011579,10
420,11,BC01246-807M_01,1137973,1
421,11,BC01246-807M_02,1139391,2
422,11,BC01247-825M_01,870934,3
423,11,BC01247-825M_02,869480,4
424,11,BC01249-830M_01,1017758,5
425,11,BC01249-830M_02,1024903,6
426,11,BC01250-836M_01,1132331,7
427,11,BC01250-836M_02,1121985,8
428,11,BC01271-832M_01,1074489,9
429,11,BC01271-832M_02,1061352,10
430,11,BC01272-815M_01,871253,1
431,11,BC01272-815M_02,896388,2
432,11,BC01273-761M_01,1115986,3
433,11,BC01273-761M_02,1116818,4
434,11,BC01274-796M_01,1001962,5
435,11,BC01274-796M_02,979855,6
436,12,BC01116-835C_01,1285674,7
437,12,BC01116-835C_02,1268045,8
438,12,BC01117-795C_01,1273693,9
439,12,BC01117-795C_02,1274016,10
440,12,BC01118-831C_01,1127576,1
441,12,BC01118-831C_02,1155263,2
442,12,BC01120-820C_01,1114742,3
443,12,BC01120-820C_02,1114571,4
444,12,BC01121-799C_01,1441789,5
445,12,BC01121-799C_02,1458609,6
446,12,BC01122-805C_01,875328,7
447,12,BC01122-805C_02,868171,8
448,12,BC01123-784C_01,949744,9
449,12,BC01123-784C_02,962031,10
450,12,BC01124-817C_01,924017,1
451,12,BC01124-817C_02,918377,2
452,12,BC01125-790C_01,993377,3
453,12,BC01125-790C_02,1011962,4
454,12,BC01126-827C_01,1244049,5
455,12,BC01126-827C_02,1269135,6
456,12,BC01251-835M_01,1181259,7
457,12,BC01251-835M_02,1183256,8
458,12,BC01252-831M_01,1421068,9
459,12,BC01252-831M_02,1422479,10
460,12,BC01253-820M_01,1297158,1
461,12,BC01253-820M_02,1269112,2
462,12,BC01254-805M_01,1235976,3
463,12,BC01254-805M_02,1251002,4
464,12,BC01255-817M_01,1151169,5
465,12,BC01255-817M_02,1122783,6
466,12,BC01256-827M_01,1256761,7
467,12,BC01256-827M_02,1260609,8
468,12,BC01275-795M_01,597942,9
469,12,BC01275-795M_02,591028,10
470,12,BC01277-799M_01,1034925,1
471,12,BC01277-799M_02,1039013,2
472,12,BC01278-784M_01,1132282,3
473,12,BC01278-784M_02,1142682,4
474,12,BC01279-790M_01,1068575,5
475,12,BC01279-790M_02,1095295,6
476,13,BC01127-785C_01,898475,7
477,13,BC01127-785C_02,900382,8
478,13,BC01128-828C_01,1047474,9
479,13,BC01128-828C_02,1134051,10
480,13,BC01129-794C_01,1027835,1
481,13,BC01129-794C_02,1019166,2
482,13,BC01130-824C_01,921542,3
483,13,BC01130-824C_02,916184,4
484,13,BC01131-813C_01,751553,5
485,13,BC01131-813C_02,741892,6
486,13,BC01132-802C_01,952448,7
487,13,BC01132-802C_02,968248,8
488,13,BC01133-793C_01,941161,9
489,13,BC01133-793C_02,1066230,10
490,13,BC01134-809C_01,1009931,1
491,13,BC01134-809C_02,986625,2
492,13,BC01136-783C_01,761169,3
493,13,BC01136-783C_02,758018,4
494,13,BC01257-828M_01,835246,5
495,13,BC01257-828M_02,826849,6
496,13,BC01258-824M_01,746171,7
497,13,BC01258-824M_02,762945,8
498,13,BC01259-802M_01,963111,9
499,13,BC01259-802M_02,929019,10
500,13,BC01260-809M_01,848729,1
501,13,BC01260-809M_02,869323,2
502,13,BC01261-783M_01,1025522,3
503,13,BC01261-783M_02,1035213,4
504,13,BC01280-785M_01,1032234,5
505,13,BC01280-785M_02,1033740,6
506,13,BC01281-794M_01,989556,7
507,13,BC01281-794M_02,965320,8
508,13,BC01282-813M_01,710471,9
509,13,BC01282-813M_02,705545,10
510,13,BC01283-793M_01,831528,1
511,13,BC01283-793M_02,831049,2
512,14,BC01137-816C_01,802724,3
513,14,BC01137-816C_02,805564,4
514,14,BC01139-819C_01,715937,5
515,14,BC01139-819C_02,733204,6
516,14,BC01141-781C_01,753087,7
517,14,BC01141-781C_02,718556,8
518,14,BC01143-834C_01,737539,9
519,14,BC01143-834C_02,750071,10
520,14,BC01147-801C_01,752422,1
521,14,BC01147-801C_02,732298,2
522,14,BC01149-797C_01,694253,3
523,14,BC01149-797C_02,712634,4
524,14,BC01151-812C_01,643177,5
525,14,BC01151-812C_02,664762,6
526,14,BC01153-814C_01,822887,7
527,14,BC01153-814C_02,827000,8
528,14,BC01262-816M_01,743946,9
529,14,BC01262-816M_02,759860,10
530,14,BC01263-819M_01,814330,1
531,14,BC01263-819M_02,806502,2
532,14,BC01264-781M_01,684572,3
533,14,BC01264-781M_02,696301,4
534,14,BC01265-834M_01,748599,5
535,14,BC01265-834M_02,770487,6
536,14,BC01267-801M_01,796196,7
537,14,BC01267-801M_02,801711,8
538,14,BC01268-797M_01,767690,9
539,14,BC01268-797M_02,771598,10
540,14,BC01269-812M_01,650234,1
541,14,BC01269-812M_02,649968,2
542,14,BC01270-814M_01,821585,3
543,14,BC01270-814M_02,836535,4
544,14,BC01517-243M_01,909638,5
545,14,BC01517-243M_02,918901,6
546,14,BC01528-243C_01,896637,7
547,14,BC01528-243C_02,909704,8
548,15,BC01518-255M_01,797646,9
549,15,BC01518-255M_02,796126,10
550,15,BC01519-253M_01,716486,1
551,15,BC01519-253M_02,700952,2
552,15,BC01520-264M_01,768170,3
553,15,BC01520-264M_02,776040,4
554,15,BC01521-838M_01,783508,5
555,15,BC01521-838M_02,764566,6
556,15,BC01522-849M_01,716596,7
557,15,BC01522-849M_02,717752,8
558,15,BC01523-839M_01,738553,9
559,15,BC01523-839M_02,767044,10
560,15,BC01524-842M_01,801524,1
561,15,BC01524-842M_02,677354,2
562,15,BC01525-846M_01,601477,3
563,15,BC01525-846M_02,619711,4
564,15,BC01526-845M_01,696849,5
565,15,BC01526-845M_02,699921,6
566,15,BC01529-255C_01,707604,7
567,15,BC01529-255C_02,720346,8
568,15,BC01530-253C_01,720903,9
569,15,BC01530-253C_02,740071,10
570,15,BC01531-264C_01,686288,1
571,15,BC01531-264C_02,686357,2
572,15,BC01532-838C_01,809132,3
573,15,BC01532-838C_02,809003,4
574,15,BC01533-849C_01,731618,5
575,15,BC01533-849C_02,734816,6
576,15,BC01534-839C_01,828446,7
577,15,BC01534-839C_02,837248,8
578,15,BC01535-842C_01,692022,9
579,15,BC01535-842C_02,702791,10
580,15,BC01536-846C_01,827343,1
581,15,BC01536-846C_02,798178,2
582,15,BC01537-845C_01,761682,3
583,15,BC01537-845C_02,722208,4
